Year,State,County,Population
2016,Texas,Live Oak County,11429
2016,Texas,Llano County,20181
2016,Texas,Loving County,49
2016,Texas,Lubbock County,300208
2016,Texas,Lynn County,5509
2016,Texas,Madison County,13531
2016,Texas,Marion County,10011
2016,Texas,Martin County,5281
2016,Texas,Mason County,3925
2016,Texas,Matagorda County,36843
2016,Texas,Maverick County,57570
2016,Texas,Mcculloch County,7966
2016,Texas,Mclennan County,248432
2016,Texas,Mcmullen County,729
2016,Texas,Medina County,48338
2016,Texas,Menard County,2001
2016,Texas,Midland County,159171
2016,Texas,Milam County,24695
2016,Texas,Mills County,4644
2016,Texas,Mitchell County,8982
2016,Texas,Montague County,19408
2016,Texas,Montgomery County,554396
2016,Texas,Moore County,22046
2016,Texas,Morris County,12163
2016,Texas,Motley County,1090
2016,Texas,Nacogdoches County,65433
2016,Texas,Navarro County,49701
2016,Texas,Newton County,13367
2016,Texas,Nolan County,15031
2016,Texas,Nueces County,355488
2016,Texas,Ochiltree County,10488
2016,Texas,Oldham County,1841
2016,Texas,Orange County,85813
2016,Texas,Palo Pinto County,27587
2016,Texas,Panola County,22981
2016,Texas,Parker County,129791
2016,Texas,Parmer County,9983
2016,Texas,Pecos County,15521
2016,Texas,Polk County,46131
2016,Texas,Potter County,121847
2016,Texas,Presidio County,6866
2016,Texas,Rains County,11060
2016,Texas,Randall County,133297
2016,Texas,Reagan County,3441
2016,Texas,Real County,2967
2016,Texas,Red River County,11904
2016,Texas,Reeves County,14458
2016,Texas,Refugio County,7203
2016,Texas,Roberts County,917
2016,Texas,Robertson County,16575
2016,Texas,Rockwall County,93039
2016,Texas,Runnels County,9995
2016,Texas,Rusk County,51490
2016,Texas,Sabine County,10008
2016,Texas,San Augustine County,8080
2016,Texas,San Jacinto County,26617
2016,Texas,San Patricio County,68444
2016,Texas,San Saba County,5730
2016,Texas,Schleicher County,2860
2016,Texas,Scurry County,17591
2016,Texas,Shackelford County,3215
2016,Texas,Shelby County,24949
2016,Texas,Sherman County,2901
2016,Texas,Smith County,224097
2016,Texas,Somervell County,8714
2016,Texas,Starr County,64702
2016,Texas,Stephens County,9238
2016,Texas,Sterling County,1379
2016,Texas,Stonewall County,1337
2016,Texas,Sutton County,3662
2016,Texas,Swisher County,7211
2016,Texas,Tarrant County,2018639
2016,Texas,Taylor County,138963
2016,Texas,Terrell County,841
2016,Texas,Terry County,12520
2016,Texas,Throckmorton County,1520
2016,Texas,Titus County,31430
2016,Texas,Tom Green County,117796
2016,Texas,Travis County,1203597
2016,Texas,Trinity County,13768
2016,Texas,Tyler County,20313
2016,Texas,Upshur County,40086
2016,Texas,Upton County,3503
2016,Texas,Uvalde County,25714
2016,Texas,Val Verde County,47998
2016,Texas,Van Zandt County,55792
2016,Texas,Victoria County,92013
2016,Texas,Walker County,74521
2016,Texas,Waller County,49979
2016,Texas,Ward County,11324
2016,Texas,Washington County,34726
2016,Texas,Webb County,265518
2016,Texas,Wharton County,41553
2016,Texas,Wheeler County,5548
2016,Texas,Wichita County,129083
2016,Texas,Wilbarger County,13086
2016,Texas,Willacy County,21110
2016,Texas,Williamson County,526546
2016,Texas,Wilson County,46953
2016,Texas,Winkler County,7859
2016,Texas,Wise County,63083
2016,Texas,Wood County,43011
2016,Texas,Yoakum County,8012
2016,Texas,Young County,18067
2016,Texas,Zapata County,14235
2016,Texas,Zavala County,10785
2016,Utah,Beaver County,6654
2016,Utah,Box Elder County,53528
2016,Utah,Cache County,124528
2016,Utah,Carbon County,20155
2016,Utah,Daggett County,1028
2016,Utah,Davis County,343935
2016,Utah,Duchesne County,20032
2016,Utah,Emery County,10033
2016,Utah,Garfield County,4984
2016,Utah,Grand County,9536
2016,Utah,Iron County,50261
2016,Utah,Juab County,10839
2016,Utah,Kane County,7162
2016,Utah,Millard County,12454
2016,Utah,Morgan County,11318
2016,Utah,Piute County,1436
2016,Utah,Rich County,2342
2016,Utah,Salt Lake County,1133833
2016,Utah,San Juan County,14873
2016,Utah,Sanpete County,27455
2016,Utah,Sevier County,20994
2016,Utah,Summit County,40547
2016,Utah,Tooele County,63882
2016,Utah,Uintah County,36073
2016,Utah,Utah County,598592
2016,Utah,Wasatch County,30291
2016,Utah,Washington County,157683
2016,Utah,Wayne County,2516
2016,Utah,Weber County,247313
2016,Vermont,Addison County,37238
2016,Vermont,Bennington County,37165
2016,Vermont,Caledonia County,30465
2016,Vermont,Chittenden County,164343
2016,Vermont,Essex County,6089
2016,Vermont,Franklin County,49186
2016,Vermont,Grand Isle County,6990
2016,Vermont,Lamoille County,25723
2016,Vermont,Orange County,29185
2016,Vermont,Orleans County,27055
2016,Vermont,Rutland County,60830
2016,Vermont,Washington County,59334
2016,Vermont,Windham County,45648
2016,Vermont,Windsor County,57146
2016,Virginia,Accomack County,33595
2016,Virginia,Albemarle County,107817
2016,Virginia,Alexandria City,156992
2016,Virginia,Alleghany County,15679
2016,Virginia,Amelia County,12936
2016,Virginia,Amherst County,31650
2016,Virginia,Appomattox County,15585
2016,Virginia,Arlington County,231052
2016,Virginia,Augusta County,75474
2016,Virginia,Bath County,4452
2016,Virginia,Bedford County,77815
2016,Virginia,Bland County,6488
2016,Virginia,Botetourt County,33266
2016,Virginia,Bristol City,17119
2016,Virginia,Brunswick County,16459
2016,Virginia,Buchanan County,21995
2016,Virginia,Buckingham County,16827
2016,Virginia,Buena Vista City,6625
2016,Virginia,Campbell County,55583
2016,Virginia,Caroline County,30103
2016,Virginia,Carroll County,29204
2016,Virginia,Charles City County,6961
2016,Virginia,Charlotte County,11908
2016,Virginia,Charlottesville City,46664
2016,Virginia,Chesapeake City,239344
2016,Virginia,Chesterfield County,343242
2016,Virginia,Clarke County,14413
2016,Virginia,Colonial Heights City,18020
2016,Virginia,Covington City,5749
2016,Virginia,Craig County,5011
2016,Virginia,Culpeper County,49812
2016,Virginia,Cumberland County,9573
2016,Virginia,Danville City,43350
2016,Virginia,Dickenson County,15008
2016,Virginia,Dinwiddie County,27956
2016,Virginia,Emporia City,5786
2016,Virginia,Essex County,10849
2016,Virginia,Fairfax County,1143814
2016,Virginia,Fairfax City,23775
2016,Virginia,Falls Church City,13684
2016,Virginia,Fauquier County,69811
2016,Virginia,Floyd County,15482
2016,Virginia,Fluvanna County,26123
2016,Virginia,Franklin County,55062
2016,Virginia,Franklin City,8424
2016,Virginia,Frederick County,85116
2016,Virginia,Fredericksburg City,27548
2016,Virginia,Galax City,6883
2016,Virginia,Giles County,16925
2016,Virginia,Gloucester County,37880
2016,Virginia,Goochland County,22900
2016,Virginia,Grayson County,15750
2016,Virginia,Greene County,19590
2016,Virginia,Greensville County,11573
2016,Virginia,Halifax County,35168
2016,Virginia,Hampton City,136600
2016,Virginia,Hanover County,105482
2016,Virginia,Harrisonburg City,52769
2016,Virginia,Henrico County,326601
2016,Virginia,Henry County,51953
2016,Virginia,Highland County,2233
2016,Virginia,Hopewell City,22971
2016,Virginia,Isle Of Wight County,37034
2016,Virginia,James City County,74551
2016,Virginia,King George County,25627
2016,Virginia,King William County,16583
2016,Virginia,King And Queen County,6837
2016,Virginia,Lancaster County,10952
2016,Virginia,Lee County,23475
2016,Virginia,Lexington City,7190
2016,Virginia,Loudoun County,385677
2016,Virginia,Louisa County,34966
2016,Virginia,Lunenburg County,12129
2016,Virginia,Lynchburg City,78229
2016,Virginia,Madison County,13427
2016,Virginia,Manassas Park City,15929
2016,Virginia,Manassas City,42416
2016,Virginia,Martinsville City,13723
2016,Virginia,Mathews County,8624
2016,Virginia,Mecklenburg County,30569
2016,Virginia,Middlesex County,10782
2016,Virginia,Montgomery County,99028
2016,Virginia,Nelson County,14788
2016,Virginia,New Kent County,20669
2016,Virginia,Newport News City,184810
2016,Virginia,Norfolk City,242865
2016,Virginia,Northampton County,12348
2016,Virginia,Northumberland County,12024
2016,Virginia,Norton City,3813
2016,Virginia,Nottoway County,15793
2016,Virginia,Orange County,34567
2016,Virginia,Page County,23485
2016,Virginia,Patrick County,17880
2016,Virginia,Petersburg City,33247
2016,Virginia,Pittsylvania County,62033
2016,Virginia,Poquoson City,12071
2016,Virginia,Portsmouth City,97115
2016,Virginia,Powhatan County,28654
2016,Virginia,Prince Edward County,22348
2016,Virginia,Prince George County,40743
2016,Virginia,Prince William County,461372
2016,Virginia,Pulaski County,34153
2016,Virginia,Radford City,15979
2016,Virginia,Rappahannock County,7411
2016,Virginia,Richmond County,8658
2016,Virginia,Richmond City,222266
2016,Virginia,Roanoke County,95026
2016,Virginia,Roanoke City,99934
2016,Virginia,Rockbridge County,22389
2016,Virginia,Rockingham County,80291
2016,Virginia,Russell County,26866
2016,Virginia,Salem City,25295
2016,Virginia,Scott County,22047
2016,Virginia,Shenandoah County,43171
2016,Virginia,Smyth County,30943
2016,Virginia,Southampton County,18287
2016,Virginia,Spotsylvania County,132664
2016,Virginia,Stafford County,144185
2016,Virginia,Staunton City,24611
2016,Virginia,Suffolk City,89853
2016,Virginia,Surry County,6672
2016,Virginia,Sussex County,11340
2016,Virginia,Tazewell County,42133
2016,Virginia,Virginia Beach City,456591
2016,Virginia,Warren County,39386
2016,Virginia,Washington County,54293
2016,Virginia,Waynesboro City,21493
2016,Virginia,Westmoreland County,17867
2016,Virginia,Williamsburg City,15043
2016,Virginia,Winchester City,28002
2016,Virginia,Wise County,38352
2016,Virginia,Wythe County,28698
2016,Virginia,York County,68519
2016,Washington,Adams County,19659
2016,Washington,Asotin County,22035
2016,Washington,Benton County,194115
2016,Washington,Chelan County,76794
2016,Washington,Clallam County,73842
2016,Washington,Clark County,470963
2016,Washington,Columbia County,3923
2016,Washington,Cowlitz County,104476
2016,Washington,Douglas County,40937
2016,Washington,Ferry County,7171
2016,Washington,Franklin County,90139
2016,Washington,Garfield County,2248
2016,Washington,Grant County,94152
2016,Washington,Grays Harbor County,71463
2016,Washington,Island County,82409
2016,Washington,Jefferson County,31145
2016,Washington,King County,2167737
2016,Washington,Kitsap County,265179
2016,Washington,Kittitas County,42072
2016,Washington,Klickitat County,21350
2016,Washington,Lewis County,76946
2016,Washington,Lincoln County,10222
2016,Washington,Mason County,60788
2016,Washington,Okanogan County,41211
2016,Washington,Pacific County,21608
2016,Washington,Pend Oreille County,12731
2016,Washington,Pierce County,869506
2016,Washington,San Juan County,16460
2016,Washington,Skagit County,123086
2016,Washington,Skamania County,11551
2016,Washington,Snohomish County,787324
2016,Washington,Spokane County,504922
2016,Washington,Stevens County,44312
2016,Washington,Thurston County,274884
2016,Washington,Wahkiakum County,4085
2016,Washington,Walla Walla County,60942
2016,Washington,Whatcom County,214202
2016,Washington,Whitman County,47863
2016,Washington,Yakima County,252336
2016,West Virginia,Barbour County,16121
2016,West Virginia,Berkeley County,113935
2016,West Virginia,Boone County,23207
2016,West Virginia,Braxton County,13486
2016,West Virginia,Brooke County,23168
2016,West Virginia,Cabell County,97337
2016,West Virginia,Calhoun County,6911
2016,West Virginia,Clay County,8621
2016,West Virginia,Doddridge County,8209
2016,West Virginia,Fayette County,43107
2016,West Virginia,Gilmer County,7884
2016,West Virginia,Grant County,11257
2016,West Virginia,Greenbrier County,34625
2016,West Virginia,Hampshire County,23269
2016,West Virginia,Hancock County,29940
2016,West Virginia,Hardy County,14205
2016,West Virginia,Harrison County,67712
2016,West Virginia,Jackson County,28730
2016,West Virginia,Jefferson County,56247
2016,West Virginia,Kanawha County,188810
2016,West Virginia,Lewis County,17029
2016,West Virginia,Lincoln County,21295
2016,West Virginia,Logan County,34162
2016,West Virginia,Marion County,56678
2016,West Virginia,Marshall County,31964
2016,West Virginia,Mason County,26356
2016,West Virginia,Mcdowell County,20442
2016,West Virginia,Mercer County,61427
2016,West Virginia,Mineral County,27512
2016,West Virginia,Mingo County,25028
2016,West Virginia,Monongalia County,105306
2016,West Virginia,Monroe County,12955
2016,West Virginia,Morgan County,17154
2016,West Virginia,Nicholas County,25505
2016,West Virginia,Ohio County,43362
2016,West Virginia,Pendleton County,6502
2016,West Virginia,Pleasants County,7632
2016,West Virginia,Pocahontas County,8322
2016,West Virginia,Preston County,34298
2016,West Virginia,Putnam County,57294
2016,West Virginia,Raleigh County,77234
2016,West Virginia,Randolph County,28712
2016,West Virginia,Ritchie County,9308
2016,West Virginia,Roane County,14444
2016,West Virginia,Summers County,12691
2016,West Virginia,Taylor County,16964
2016,West Virginia,Tucker County,7013
2016,West Virginia,Tyler County,8822
2016,West Virginia,Upshur County,24443
2016,West Virginia,Wayne County,40690
2016,West Virginia,Webster County,8732
2016,West Virginia,Wetzel County,15358
2016,West Virginia,Wirt County,5432
2016,West Virginia,Wood County,86566
2016,West Virginia,Wyoming County,22522
2016,Wisconsin,Adams County,20082
2016,Wisconsin,Ashland County,16001
2016,Wisconsin,Barron County,46234
2016,Wisconsin,Bayfield County,15518
2016,Wisconsin,Brown County,262170
2016,Wisconsin,Buffalo County,13318
2016,Wisconsin,Burnett County,15837
2016,Wisconsin,Calumet County,50967
2016,Wisconsin,Chippewa County,64517
2016,Wisconsin,Clark County,34438
2016,Wisconsin,Columbia County,57405
2016,Wisconsin,Crawford County,16277
2016,Wisconsin,Dane County,537961
2016,Wisconsin,Dodge County,88572
2016,Wisconsin,Door County,28718
2016,Wisconsin,Douglas County,43852
2016,Wisconsin,Dunn County,44358
2016,Wisconsin,Eau Claire County,103349
2016,Wisconsin,Florence County,4480
2016,Wisconsin,Fond Du Lac County,102904
2016,Wisconsin,Forest County,9162
2016,Wisconsin,Grant County,52527
2016,Wisconsin,Green County,37037
2016,Wisconsin,Green Lake County,18670
2016,Wisconsin,Iowa County,23499
2016,Wisconsin,Iron County,5923
2016,Wisconsin,Jackson County,20792
2016,Wisconsin,Jefferson County,84425
2016,Wisconsin,Juneau County,26248
2016,Wisconsin,Kenosha County,167611
2016,Wisconsin,Kewaunee County,20476
2016,Wisconsin,La Crosse County,119245
2016,Wisconsin,Lafayette County,16723
2016,Wisconsin,Langlade County,19294
2016,Wisconsin,Lincoln County,28368
2016,Wisconsin,Manitowoc County,80961
2016,Wisconsin,Marathon County,136579
2016,Wisconsin,Marinette County,41296
2016,Wisconsin,Marquette County,15125
2016,Wisconsin,Menominee County,4342
2016,Wisconsin,Milwaukee County,950992
2016,Wisconsin,Monroe County,45282
2016,Wisconsin,Oconto County,37891
2016,Wisconsin,Oneida County,36684
2016,Wisconsin,Outagamie County,185910
2016,Wisconsin,Ozaukee County,89374
2016,Wisconsin,Pepin County,7287
2016,Wisconsin,Pierce County,41216
2016,Wisconsin,Polk County,44018
2016,Wisconsin,Portage County,70071
2016,Wisconsin,Price County,13910
2016,Wisconsin,Racine County,196001
2016,Wisconsin,Richland County,17570
2016,Wisconsin,Rock County,161705
2016,Wisconsin,Rusk County,14181
2016,Wisconsin,Sauk County,64446
2016,Wisconsin,Sawyer County,17215
2016,Wisconsin,Shawano County,40983
2016,Wisconsin,Sheboygan County,116763
2016,Wisconsin,St. Croix County,88882
2016,Wisconsin,Taylor County,20047
2016,Wisconsin,Trempealeau County,30223
2016,Wisconsin,Vernon County,30451
2016,Wisconsin,Vilas County,21956
2016,Wisconsin,Walworth County,104246
2016,Wisconsin,Washburn County,16156
2016,Wisconsin,Washington County,134527
2016,Wisconsin,Waukesha County,399308
2016,Wisconsin,Waupaca County,51992
2016,Wisconsin,Waushara County,24225
2016,Wisconsin,Winnebago County,169827
2016,Wisconsin,Wood County,74214
2016,Wyoming,Albany County,36803
2016,Wyoming,Big Horn County,11870
2016,Wyoming,Campbell County,49131
2016,Wyoming,Carbon County,15577
2016,Wyoming,Converse County,14044
2016,Wyoming,Crook County,7232
2016,Wyoming,Fremont County,40148
2016,Wyoming,Goshen County,12863
2016,Wyoming,Hot Springs County,4785
2016,Wyoming,Johnson County,8404
2016,Wyoming,Laramie County,98069
2016,Wyoming,Lincoln County,18766
2016,Wyoming,Natrona County,80643
2016,Wyoming,Niobrara County,2581
2016,Wyoming,Park County,29467
2016,Wyoming,Platte County,8709
2016,Wyoming,Sheridan County,30104
2016,Wyoming,Sublette County,9295
2016,Wyoming,Sweetwater County,44040
2016,Wyoming,Teton County,23174
2016,Wyoming,Uinta County,20885
2016,Wyoming,Washakie County,8135
2016,Wyoming,Weston County,7282
2020,Alabama,Autauga County,58814
2020,Alabama,Baldwin County,231766
2020,Alabama,Barbour County,25225
2020,Alabama,Bibb County,22302
2020,Alabama,Blount County,59132
2020,Alabama,Bullock County,10357
2020,Alabama,Butler County,19049
